Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram,YouTube,Широта,Долгота,2GIS URL
"Лагуна, кафе",,Кафе,"проезд Лермонтова, 14Б",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-15:00; Вт: 10:00-15:00; Ср: 10:00-15:00; Чт: 10:00-15:00; Пт: 10:00-03:00; Сб: 10:00-03:00,+03:00,5.0,1,,,,,,,,https://vk.com/club71140160,,,,,,,58.551168,50.059583,https://2gis.com/firm/70000001039145060
Каштан,кафе,Кафе,"улица Фестивальная, 5",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-04:00; Сб: 10:00-04:00; Вс: 10:00-24:00,+03:00,,,89195262626,,,,,,,https://vk.com/club210704961,,,,,,,58.543506,50.053127,https://2gis.com/firm/70000001059929615
Печка,кафе,Кафе,"Первомайская улица, 20",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.552352,50.040784,https://2gis.com/firm/70000001062109131
Лихолесье,кафе,Кафе,"Монтажная улица, 5",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,88332478789,,,,,,,,,,,,,,58.549419,50.023592,https://2gis.com/firm/70000001062842308
КУРШАВЕЛЬ,кафе-клуб,Кафе; Ночные клубы,"улица Алексея Некрасова, 2",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-03:00; Сб: 13:00-03:00; Вс: 11:00-18:00,+03:00,4.0,2,88332739150,88336135335,89229939150,,,,,https://vk.com/public60551563,,,,,,,58.537153,50.024984,https://2gis.com/firm/70000001039177648
Мята,кафе,Кафе,"улица Алексея Некрасова, 29 к3",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-15:00; Вт: 10:00-15:00; Ср: 10:00-15:00; Чт: 10:00-15:00; Пт: 10:00-15:00,+03:00,,,89127283930,,,,,,,https://vk.com/kafe_myata_kirovo_chepeck,,,,,,,58.539854,50.044722,https://2gis.com/firm/70000001054558554
Кофе,кафе,Кафе,"территория Автодорога Киров-Стрижи-Оричи, 1/24км",,610009,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,,,,,,,,,,,,,,,58.497202,49.346458,https://2gis.com/firm/70000001023944432
Sladky Lavka,печенюшечная-пекарня,Пекарни; Кафе-кондитерские,"улица Ленина, 95",,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.5,2,,,,,,,,,,,,,,,58.59614,49.68104,https://2gis.com/firm/70000001061817681
Coffee Like,кофе-бар,Кофейни,"Спасская улица, 6",1 этаж,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.6,32,88003334130,83412908292,,,http://coffee-like.com/?utm_source=pinbox&utm_medium=cpc&utm_campaign=geo#кофе,,,https://vk.com/coffeelike43,https://wa.me/79120109900,,viber://chat/?number=79120109900,,,,58.602078,49.681554,https://2gis.com/firm/70000001033905301
Вятская кухня,кафе,Кафе,"Трактовая улица, 47в",,,,,,Слободской район,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+03:00,5.0,2,89091317646,,,,,,,https://vk.com/vyatka_kitchen,,,,,,,58.719517,50.136567,https://2gis.com/firm/70000001054559561
"Абрис, кафе",,Кафе,"улица Свердлова, 32",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,,,88336150565,,,,,,,,,,,,,,58.550041,50.033429,https://2gis.com/firm/70000001039177620
Дон Блин,,Кафе,"Вятская набережная, 5а",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,,,88336147109,,,,,,,,,,,,,,58.559879,50.038235,https://2gis.com/firm/70000001054558002
Кандейка,кафе,Кафе,"проспект Мира, 20",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.55402,50.034365,https://2gis.com/firm/70000001062109135
Книжка,кафе,Быстрое питание,"Октябрьская улица, 43",1 этаж,610051,мкр. Лянгасово,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 06:00-23:00; Вт: 06:00-23:00; Ср: 06:00-23:00; Чт: 06:00-23:00; Пт: 06:00-23:00; Сб: 06:00-23:00; Вс: 06:00-23:00,+03:00,5.0,1,89634332823,,,,,,,,https://wa.me/79634332823,,,,,,58.518399,49.45084,https://2gis.com/firm/70000001018559276
Усадьба,кафе,Кафе,"Центральная улица, 27",,,,,,Кирово-Чепецкий район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.468555,50.012141,https://2gis.com/firm/70000001062524702
Данар,кафе,Быстрое питание; Кондитерские изделия,"улица Ленина, 7",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.543635,50.02422,https://2gis.com/firm/70000001062068247
Сто дорог,кафе,Кафе,"трасса Киров-Котельнич, 7",2 этаж,613612,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-22:00,+03:00,,,,,,,,,,,,,,,,,58.761306,49.510375,https://2gis.com/firm/70000001020810291
Березка,кафе,Кафе,"трасса Киров-Котельнич, 7/1",,613612,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,5.0,1,,,,,,,,,,,,,,,58.761577,49.509902,https://2gis.com/firm/70000001020811589
Горизонт,кафе,Кафе,"Заводская улица, 1",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.55749,49.995364,https://2gis.com/firm/70000001060102826
Мечта,кафе,Столовые,"Школьная улица, 8",,613008,,,,Кирово-Чепецкий район,Кировская область,Россия,"Пн: 09:00-15:00, 16:00-19:00; Вт: 09:00-15:00, 16:00-19:00; Ср: 09:00-15:00, 16:00-19:00; Чт: 09:00-15:00, 16:00-19:00; Пт: 09:00-15:00, 16:00-02:00; Сб: 10:00-13:00, 20:00-02:00; Вс: 10:00-13:00",+03:00,4.0,1,88336138275,,,,,,,,,,,,,,58.506053,49.513569,https://2gis.com/firm/8163303606240295
Глобус,пиццерия,Пиццерии; Быстрое питание; Доставка готовых блюд,"улица Воровского, 135",1 этаж,610021,Юго-Запад м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-22:00,+03:00,2.9,36,89127149886 (администратор),88332622433,88332449951 (служба доставки),,http://pizza-globus.ru,,,https://vk.com/pizzaglobus,,,,,,,58.597696,49.608002,https://2gis.com/firm/8163302605655272
БарДак,гриль-бар,Кафе; Бары,"улица Екатерининская, 52",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 16:00-01:00; Вт: 16:00-01:00; Ср: 16:00-01:00; Чт: 16:00-01:00; Пт: 16:00-07:00; Сб: 16:00-07:00; Вс: 16:00-01:00,+03:00,,,89128205488,,,,,,,https://vk.com/bardakgrillbar,,,,,,,58.732423,50.185994,https://2gis.com/firm/70000001054559511
Данар,сеть закусочных-бутербродных,Быстрое питание,"улица Карла Маркса, 35",1 этаж,610020,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.7,82,88332535353 (единый номер: пн-вс 10:00-22:00),88332475353 (единый номер: пн-вс 10:00-22:00),89005265353 (единый номер: пн-вс 10:00-22:00),,http://danar.ru,,,https://vk.com/danar_kirov,,,,,,,58.610767,49.666994,https://2gis.com/firm/70000001043644505
Малахит,бар,Бары; Банкетные залы; Кафе,"проспект Мира, 20",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-17:00,+03:00,,,88336145168,,,,,,,,,,,,,,58.553975,50.034451,https://2gis.com/firm/70000001039155274
"Абрис, кафе",,Кафе,"Сосновая улица, 1",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,,,88336150565,89536777714,,,,,,https://vk.com/kafe_abris,https://wa.me/79536777714,,,,,,58.54093,50.02727,https://2gis.com/firm/70000001039155764
Лукошко,кафе,Кафе,"Первомайская улица, 4 к5",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.558016,50.040551,https://2gis.com/firm/70000001065255449
Минутка,,Кафе,"Сосновая улица, 8 к3",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.538057,50.031066,https://2gis.com/firm/70000001062109175
"Бульвар, кафе",,Кафе,"Сосновая улица, 8",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+03:00,,,,,,,,,,,,,,,,,58.538676,50.032163,https://2gis.com/firm/70000001039155732
"Гараж, кафе",,Кафе,"Сосновая улица, 8",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+03:00,,,,,,,,,,,,,,,,,58.53872,50.032249,https://2gis.com/firm/70000001039155734
Джем,,Пекарни; Столовые; Кафе,"улица Ленина, 12Б",,,,,,Слободской район,Кировская область,Россия,Пн: 07:30-20:00; Вт: 07:30-20:00; Ср: 07:30-20:00; Чт: 07:30-20:00; Пт: 08:30-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,4.6,3,89229995677,,,,,,,https://vk.com/sweejem,,,,,,,58.681544,50.029305,https://2gis.com/firm/70000001054560218
Монте Кристо,кафе,Кафе,"улица Комиссара Утробина, 20",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.532307,50.042837,https://2gis.com/firm/70000001062109137
"Визави, кафе",,Кафе; Караоке-залы; Бары,"улица Луначарского, 2",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.0,1,,,,,,,,,,,,,,,58.551429,50.060709,https://2gis.com/firm/70000001039155756
"Фантазия, кафе",,Кафе,"Рождественская улица, 75",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 07:00-20:00; Вт: 07:00-20:00; Ср: 07:00-20:00; Чт: 07:00-20:00; Пт: 07:00-20:00; Сб: 07:00-20:00; Вс: 07:00-18:00,+03:00,4.0,4,88336242187,,,,,,,https://vk.com/public146678036,,,,,,,58.727793,50.180277,https://2gis.com/firm/70000001046472899
Eclaire,пекарня-кондитерская,Пекарни; Кофейни; Кондитерские изделия; Кафе-кондитерские,"Подгорная улица, 18",1 этаж,610047,Филейка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,3.3,3,,,,,,,,,,,,,,,58.642698,49.624152,https://2gis.com/firm/70000001043517037
Eclaire,пекарня-кондитерская,Пекарни; Кофейни; Кафе-кондитерские,"Октябрьский проспект, 6",1 этаж,610047,Филейка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,,,,,,,,,,,,,,,,,58.63824,49.614877,https://2gis.com/firm/70000001054237191
clever,кофейня,Кофейни; Кондитерские изделия; Кафе-кондитерские,"улица Маршала Ивана Конева, 1",1 этаж,610045,Юго-Запад м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,88332510410,,,,,,,,,,,,,,58.596691,49.598885,https://2gis.com/firm/70000001060823196
Риччи Пицца,кафе,Кафе,"Колхозная улица, 45",1 этаж,612080,,,,Оричевский район,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.8,4,88332264047,89005264047,,,,,,https://vk.com/club72047589,,,,,,,58.402487,49.055425,https://2gis.com/firm/70000001031668627
На Казанском,кафе,Быстрое питание,"Казанский тракт, 2",,,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.5,2,89229034313,,,,,,,https://vk.com/public212125202,https://wa.me/79229034313,,viber://chat/?number=79229034313,,https://t.me/+79229034313,,58.463413,49.757914,https://2gis.com/firm/70000001067001756
Камелот,ресторан армянской кухни,Рестораны; Банкетные залы; Доставка готовых блюд,"Парковая улица, 5",,610926,,,,Киров городской округ,Кировская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-01:00,+03:00,2.5,5,88332506050,88332474718 (служба доставки - пн-вс 10:00-20:00),,,,,,https://vk.com/restaurant_kamelot_kirov,,,,,,,58.553113,49.643222,https://2gis.com/firm/70000001030608794
BlackShau,,Быстрое питание; Доставка готовых блюд; Хлебобулочные изделия,"улица Блюхера, 23Б",,610002,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,4.9,35,88332773677,,,,http://blackshau43.ru,,,https://vk.com/blackshau43,,,,,,,58.584266,49.679573,https://2gis.com/firm/70000001063150331
"Орхидея, кафе",,Кафе,"Советская улица, 74",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-16:00; Вс: 08:00-16:00,+03:00,,,,,,,,,,,,,,,,,58.729127,50.183787,https://2gis.com/firm/70000001046472927
Трапеза,,Кондитерские изделия; Кафе; Кулинарии,"Трактовая улица, 44",,,,,,Слободской район,Кировская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,,,88336241657,,,,,,,,,,,,,,58.719474,50.140608,https://2gis.com/firm/70000001054557662
Lavash,кафе быстрого питания,Быстрое питание,"улица Ленина, 107",1 этаж,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.7,47,89128260486,,,,http://lavashkirov.ru,,,https://vk.com/club172100417,,,,,https://t.me/lavashstreetfood,,58.592811,49.681456,https://2gis.com/firm/70000001034994718
Удачный Чебурек,кафе,Кафе; Быстрое питание,"улица д. Векшино, 1",,,,,,Кирово-Чепецкий район,Кировская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,,,89583958138,,,,,,,,,,,,,,58.527946,50.097883,https://2gis.com/firm/70000001054558941
Шавермыч,кафе,Быстрое питание; Кондитерские изделия,"улица Островского, 6",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.55361,50.023532,https://2gis.com/firm/70000001061869986
"Эль, кафе",,Кафе,"Рождественская улица, 111",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,,,,,,,,,,,,,,,,,58.720799,50.181654,https://2gis.com/firm/70000001046472918
Мишкины,кафе,Кафе,"Красноармейская улица, 92ф",,,,,Слободской,Слободской городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.731812,50.174339,https://2gis.com/firm/70000001062109629
Красный якорь,кафе,Кафе,"Советская улица, 128",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 11:00-14:00; Вт: 11:00-14:00; Ср: 11:00-14:00; Чт: 11:00-14:00; Пт: 11:00-14:00,+03:00,,,88332432207,,,,,,,,,,,,,,58.711585,50.197895,https://2gis.com/firm/70000001064274555
Огонек,кафе,Кафе,"Советская улица, 13",,,,,,Кирово-Чепецкий район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.411602,49.954981,https://2gis.com/firm/70000001062707802
Шах-Мангал,,Кафе,"Советская улица, 112",,,,,Слободской,Слободской городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.713687,50.194821,https://2gis.com/firm/70000001061996116
Юрта Чингисхана,ресторан,Рестораны,"улица Талица, 46",,610902,Слобода Талица,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 16:00-23:00; Вт: 16:00-23:00; Ср: 16:00-23:00; Чт: 16:00-23:00; Пт: 16:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.6,11,88332424211,,,,http://akk43.ru/yurt/,,,https://vk.com/chingiskhan_resto,,,,,,,58.611699,49.787953,https://2gis.com/firm/70000001035489023
Сытый Бо,кафе,Быстрое питание,"Вятская набережная, 3 к2",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.55988,50.037459,https://2gis.com/firm/70000001062109240
Космос,кафе,Кафе,"Федеральная трасса ""Вятка"", 15",,612282,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 05:00-02:00; Вт: 05:00-02:00; Ср: 05:00-02:00; Чт: 05:00-02:00; Пт: 05:00-02:00; Сб: 05:00-02:00; Вс: 05:00-02:00,+03:00,,,89226604326,89536846058,89536789496,,,,,,,,,,,,58.734147,49.241918,https://2gis.com/firm/70000001067372483
Кафе,,Быстрое питание,"Советская улица, 68Б",,613012,,,,Кирово-Чепецкий район,Кировская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+03:00,5.0,1,88336174121,,,,,,,,,,,,,,58.442258,49.779965,https://2gis.com/firm/70000001032517661
Глобус,пиццерия,Пиццерии; Быстрое питание; Доставка готовых блюд,"Старославянская улица, 16",,610008,,Нововятский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,2.7,20,88332300345,89123701201 (администратор),88332449951 (служба доставки),,http://pizza-globus.ru,,,https://vk.com/pizzaglobus.elki,,,,,,,58.516779,49.690844,https://2gis.com/firm/70000001036810166
Депо,диско-бар,Бары,"Октябрьский проспект, 75",,610006,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-24:00,+03:00,1.0,3,89128250833,,,,,,,https://vk.com/depo75,,,,,,,58.621374,49.653434,https://2gis.com/firm/8163302605619448
Кафе,,Кафе,"Советская улица, 1",,612282,,,,Орловский район,Кировская область,Россия,Пт: 18:00-24:00; Сб: 18:00-24:00; Вс: 18:00-21:00,+03:00,,,,,,,,,,,,,,,,,58.729811,49.190616,https://2gis.com/firm/70000001033782335
Кофе & Книги,кофейня,Кофейни,"улица Герцена, 50",105 кабинет; 1 этаж,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Вс: 10:00-18:00,+03:00,4.9,9,,,,,,,,https://vk.com/kofeknigi,,,,,,,58.599541,49.66562,https://2gis.com/firm/70000001007428590
Русский бургер,кафе быстрого питания,Быстрое питание,"Октябрьский проспект, 84/1",,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.5,81,89005232022,88332478203,,,,,,https://vk.com/public205847620,,,,,,,58.596697,49.658615,https://2gis.com/firm/8163303606158343
Волна,кафе,Кафе,,,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 08:00-15:00; Вт: 08:00-15:00; Ср: 08:00-15:00; Чт: 08:00-15:00; Пт: 19:00-02:00; Сб: 19:00-02:00,+03:00,,,88336242001,,,,,,,,,,,,,,58.720553,50.175099,https://2gis.com/firm/70000001069000250
"Посошок, кафе",,Кафе,"улица Карла Маркса, 48",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00; Сб: 07:00-19:00; Вс: 07:00-19:00,+03:00,0.0,1,,,,,,,,,,,,,,,58.73549,50.169235,https://2gis.com/firm/70000001046472904
"Старый город, кафе",,Кафе,"улица Гоголя, 103",,,,,Слободской,Слободской городской округ,Кировская область,Россия,"Пн: 09:00-12:00, 13:00-15:00; Вт: 09:00-12:00, 13:00-15:00; Ср: 09:00-12:00, 13:00-15:00; Чт: 09:00-12:00, 13:00-15:00; Пт: 09:00-12:00, 13:00-15:00",+03:00,4.0,1,,,,,,,,,,,,,,,58.727848,50.177582,https://2gis.com/firm/70000001046472951
"Посидим, кафе",,Кафе,"улица Кирова, 20",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,,,89091326402,,,,,,,,,,,,,,58.70887,50.192991,https://2gis.com/firm/70000001046472912
Кафе,,Кафе,"улица Маршала Конева, 1",,,,,Слободской,Слободской городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.742694,50.165143,https://2gis.com/firm/70000001062109506
"Северянка, кафе",,Кафе,"Рождественская улица, 74",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 17:00-06:00; Вт: 17:00-06:00; Ср: 17:00-06:00; Чт: 17:00-06:00; Пт: 15:00-09:00; Сб: 15:00-09:00; Вс: 17:00-06:00,+03:00,,,,,,,,,,https://vk.com/club65769779,,,,,,,58.728983,50.181276,https://2gis.com/firm/70000001046472923
"Кузьмич и К, кафе",,Кафе,"Советская улица, 75",,,,,Слободской,Слободской городской округ,Кировская область,Россия,"Пн: 06:00-13:00, 14:00-22:00; Вт: 06:00-13:00, 14:00-22:00; Ср: 06:00-13:00, 14:00-22:00; Чт: 06:00-13:00, 14:00-22:00; Пт: 06:00-13:00, 14:00-22:00; Сб: 06:00-13:00, 14:00-22:00; Вс: 06:00-13:00, 14:00-22:00",+03:00,,,,,,,,,,,,,,,,,58.730972,50.182915,https://2gis.com/firm/70000001046472933
Обжорка,кафе,Быстрое питание,"улица Созонтова, 1",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-24:00; Сб: 09:00-24:00,+03:00,5.0,2,,,,,,,,,,,,,,,58.551827,50.032483,https://2gis.com/firm/70000001039155746
Всё на углях,,Быстрое питание; Доставка готовых блюд,"улица Воровского, 103а/3",,610035,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.6,18,89128210001,89638840101 (отзывы и предложения),89823853333,,,,,,https://wa.me/79128210001,https://wa.me/79823853333,viber://chat/?number=79128210001,viber://chat/?number=79823853333,https://t.me/r_m_001,,58.593659,49.639734,https://2gis.com/firm/70000001064794237
